year,rank,song_id,album_id,source
2023,1,35945927,11127145,melon
2023,2,35454426,11011565,melon
2023,3,36356993,11211297,melon
2023,4,35985167,11127145,melon
2023,5,34819473,10903868,melon
2023,6,36318125,11211297,melon
2023,7,36430773,11240232,melon
2023,8,35454425,11011565,melon
2023,9,36382580,11227533,melon
2023,10,35546497,11034298,melon
2023,11,36416114,11236264,melon
2023,12,35729104,11078496,melon
2023,13,34847378,10909179,melon
2023,14,36599950,11281456,melon
2023,15,36110996,11166539,melon
2023,16,36411342,11234678,melon
2023,17,36331121,11214411,melon
2023,18,34061322,10735654,melon
2023,19,4446485,2232505,melon
2023,20,34657844,10871162,melon
2023,21,36105548,11165170,melon
2023,22,36617841,11286070,melon
2023,23,36180700,11180278,melon
2023,24,36411344,11234678,melon
2023,25,35931532,11124139,melon
2023,26,36635522,11281456,melon
2023,27,35252996,10975276,melon
2023,28,34431086,10816959,melon
2023,29,36391236,11229537,melon
2023,30,35730562,11078852,melon
2023,31,36713849,11309190,melon
2023,32,34908740,10923444,melon
2023,33,35643794,11057545,melon
2023,34,32872978,10479150,melon
2023,35,33496587,10610525,melon
2023,36,34754292,10890384,melon
2023,37,36001290,11140018,melon
2023,38,35008524,10923444,melon
2023,39,36404853,11233031,melon
2023,40,35595136,11045985,melon
2023,41,36334401,11215072,melon
2023,42,30244931,10037969,melon
2023,43,36034936,11146937,melon
2023,44,33507137,10612483,melon
2023,45,35640077,11033394,melon
2023,46,35361345,10995477,melon
2023,47,34787226,10897407,melon
2023,48,36713850,11309190,melon
2023,49,36206259,11188020,melon
2023,50,30962526,10149492,melon
2023,51,32508053,10412319,melon
2023,52,35953611,11128774,melon
2023,53,36616378,11285867,melon
2023,54,34927767,10925762,melon
2023,55,35542908,11033394,melon
2023,56,34349913,10798794,melon
2023,57,35009233,10939458,melon
2023,58,31666417,10260858,melon
2023,59,35937396,11125247,melon
2023,60,35485544,11011565,melon
2023,61,36206208,11188007,melon
2023,62,35008525,10923444,melon
2023,63,35383397,11000171,melon
2023,64,36681074,11300771,melon
2023,65,35834583,11102375,melon
2023,66,36145589,11175689,melon
2023,67,35008527,10923444,melon
2023,68,35834584,11102375,melon
2023,69,34270805,10778556,melon
2023,70,36440243,11242411,melon
2023,71,33666269,10648182,melon
2023,72,36761467,11315612,melon
2023,73,32061975,10331947,melon
2023,74,34943312,10929486,melon
2023,75,35299693,10984354,melon
2023,76,36351997,11219412,melon
2023,77,36365073,11222887,melon
2023,78,36599949,11281456,melon
2023,79,35008534,10923444,melon
2023,80,35665282,11062364,melon
2023,81,36394038,11230265,melon
2023,82,36313117,11205764,melon
2023,83,35920493,11121346,melon
2023,84,36266615,11201031,melon
2023,85,35890454,11115359,melon
2023,86,33061995,10518234,melon
2023,87,35008528,10923444,melon
2023,88,31343875,10210149,melon
2023,89,35668899,11063205,melon
2023,90,36595401,11280645,melon
2023,91,36430774,11240232,melon
2023,92,36518341,11262009,melon
2023,93,36428682,11239639,melon
2023,94,36502910,11258233,melon
2023,95,34875621,10916904,melon
2023,96,418168,28985,melon
2023,97,35730698,11078887,melon
2023,98,34997078,10937474,melon
2023,99,35685439,11067591,melon
2023,100,34845949,10908834,melon
2022,1,34847378,10909179,melon
2022,2,34754292,10890384,melon
2022,3,34431086,10816959,melon
2022,4,34657844,10871162,melon
2022,5,34061322,10735654,melon
2022,6,34349913,10798794,melon
2022,7,34845949,10908834,melon
2022,8,33496587,10610525,melon
2022,9,34997078,10937474,melon
2022,10,34927767,10925762,melon
2022,11,33480898,10607796,melon
2022,12,34626109,10863559,melon
2022,13,34256568,10775252,melon
2022,14,34772475,10894554,melon
2022,15,35454426,11011565,melon
2022,16,34752700,10889981,melon
2022,17,35454425,11011565,melon
2022,18,35546497,11034298,melon
2022,19,34943312,10929486,melon
2022,20,35383397,11000171,melon
2022,21,34875621,10916904,melon
2022,22,33487342,10609232,melon
2022,23,34298499,10784974,melon
2022,24,34481680,10827816,melon
2022,25,34101563,10743453,melon
2022,26,4446485,2232505,melon
2022,27,34787226,10897407,melon
2022,28,34701627,10880544,melon
2022,29,33978183,10716399,melon
2022,30,32872978,10479150,melon
2022,31,35383398,11000171,melon
2022,32,34538515,10842611,melon
2022,33,33655994,10645654,melon
2022,34,35009233,10939458,melon
2022,35,33507137,10612483,melon
2022,36,35542908,11033394,melon
2022,37,34599917,10857681,melon
2022,38,33061995,10518234,melon
2022,39,35595136,11045985,melon
2022,40,34398735,10810162,melon
2022,41,30962526,10149492,melon
2022,42,34360855,10801677,melon
2022,43,32508053,10412319,melon
2022,44,32698101,10447520,melon
2022,45,3414749,1286252,melon
2022,46,33666269,10648182,melon
2022,47,34908740,10923444,melon
2022,48,33625988,10638275,melon
2022,49,34819473,10903868,melon
2022,50,34494149,10830791,melon
2022,51,33239419,10554246,melon
2022,52,34754299,10890384,melon
2022,53,34041584,10731792,melon
2022,54,35333345,10990161,melon
2022,55,35361345,10995477,melon
2022,56,34535898,10842005,melon
2022,57,33372781,10554246,melon
2022,58,30244931,10037969,melon
2022,59,33448767,10601149,melon
2022,60,34436674,10818396,melon
2022,61,32061975,10331947,melon
2022,62,34930368,10926502,melon
2022,63,34298496,10784974,melon
2022,64,33359725,10580227,melon
2022,65,34817660,10903658,melon
2022,66,35252996,10975276,melon
2022,67,32183386,10346650,melon
2022,68,33976677,10716174,melon
2022,69,34668619,10873811,melon
2022,70,33868791,10695590,melon
2022,71,35413033,11004992,melon
2022,72,30287019,10043575,melon
2022,73,33503722,10611845,melon
2022,74,35485544,11011565,melon
2022,75,35008524,10923444,melon
2022,76,35504734,11023224,melon
2022,77,34481682,10827816,melon
2022,78,35640077,11033394,melon
2022,79,35730562,11078852,melon
2022,80,33464805,10604729,melon
2022,81,34373632,10804190,melon
2022,82,35238221,10972706,melon
2022,83,4276080,2210557,melon
2022,84,35729104,11078496,melon
2022,85,35177030,10960568,melon
2022,86,33725775,10661658,melon
2022,87,34883833,10918269,melon
2022,88,35238220,10972706,melon
2022,89,35665282,11062364,melon
2022,90,34100776,10743373,melon
2022,91,34632789,10865624,melon
2022,92,35272060,10979636,melon
2022,93,34461065,10823566,melon
2022,94,35008525,10923444,melon
2022,95,35643794,11057545,melon
2022,96,31853557,10294603,melon
2022,97,34701816,10880569,melon
2022,98,32794652,10463600,melon
2022,99,34399272,10810337,melon
2022,100,33248758,10556610,melon
2021,1,33239419,10554246,melon
2021,2,30287019,10043575,melon
2021,3,32872978,10479150,melon
2021,4,33487342,10609232,melon
2021,5,33372781,10554246,melon
2021,6,33061995,10518234,melon
2021,7,33480898,10607796,melon
2021,8,33507137,10612483,melon
2021,9,3414749,1286252,melon
2021,10,33167063,10540298,melon
2021,11,33625988,10638275,melon
2021,12,33013877,10508266,melon
2021,13,33503722,10611845,melon
2021,14,32961718,10498032,melon
2021,15,32794652,10463600,melon
2021,16,33077590,10521601,melon
2021,17,32860397,10476623,melon
2021,18,33464805,10604729,melon
2021,19,32183386,10346650,melon
2021,20,32578498,10426648,melon
2021,21,32061975,10331947,melon
2021,22,3894276,2148596,melon
2021,23,32003395,10320500,melon
2021,24,33107649,10527955,melon
2021,25,33077234,10521521,melon
2021,26,30962526,10149492,melon
2021,27,33331004,10573486,melon
2021,28,33011180,10507546,melon
2021,29,31737197,10273641,melon
2021,30,33397561,10589127,melon
2021,31,32224272,10359162,melon
2021,32,1944399,399659,melon
2021,33,33359725,10580227,melon
2021,34,32491274,10409054,melon
2021,35,33655994,10645654,melon
2021,36,32559782,10423289,melon
2021,37,30244931,10037969,melon
2021,38,33666269,10648182,melon
2021,39,33315511,10570193,melon
2021,40,33248758,10556610,melon
2021,41,32698101,10447520,melon
2021,42,31853557,10294603,melon
2021,43,33725775,10661658,melon
2021,44,32508053,10412319,melon
2021,45,32525311,10416034,melon
2021,46,33496587,10610525,melon
2021,47,33346446,10576966,melon
2021,48,32998018,10505118,melon
2021,49,32438894,10399190,melon
2021,50,33229299,10552055,melon
2021,51,32224166,10359126,melon
2021,52,33372783,10554246,melon
2021,53,32156286,10348811,melon
2021,54,33372788,10554246,melon
2021,55,32720013,10451566,melon
2021,56,8130796,2677681,melon
2021,57,33589488,10631122,melon
2021,58,1854856,376502,melon
2021,59,32378104,10388744,melon
2021,60,32559781,10423289,melon
2021,61,33691794,10653694,melon
2021,62,32871975,10478925,melon
2021,63,33589260,10631055,melon
2021,64,33527705,10614899,melon
2021,65,33559180,10623687,melon
2021,66,33115807,10529161,melon
2021,67,32143487,10346650,melon
2021,68,31388145,10217134,melon
2021,69,1500196,332658,melon
2021,70,32853712,10475061,melon
2021,71,33510307,10613163,melon
2021,72,32345931,10381712,melon
2021,73,32187544,10353881,melon
2021,74,33618271,10636091,melon
2021,75,33104090,10527241,melon
2021,76,33625989,10638275,melon
2021,77,31984204,10317137,melon
2021,78,33749109,10667450,melon
2021,79,32570501,10425277,melon
2021,80,32777869,10460544,melon
2021,81,33260801,10559322,melon
2021,82,33164083,10539679,melon
2021,83,30773554,10117789,melon
2021,84,34101563,10743453,melon
2021,85,34041584,10731792,melon
2021,86,33447280,10600760,melon
2021,87,33805289,10680450,melon
2021,88,33405149,10590812,melon
2021,89,33372787,10554246,melon
2021,90,33618864,10636269,melon
2021,91,34256568,10775252,melon
2021,92,32651098,10440381,melon
2021,93,33347390,10577197,melon
2021,94,32725013,10452351,melon
2021,95,33001672,10505830,melon
2021,96,33295747,10566182,melon
2021,97,33759183,10670618,melon
2021,98,711626,50578,melon
2021,99,33337651,10575005,melon
2021,100,33150997,10536658,melon
2020,1,32313543,10375118,melon
2020,2,32224272,10359162,melon
2020,3,32491274,10409054,melon
2020,4,32003395,10320500,melon
2020,5,32578498,10426648,melon
2020,6,32183386,10346650,melon
2020,7,32156286,10348811,melon
2020,8,32345931,10381712,melon
2020,9,31737197,10273641,melon
2020,10,32273582,10368053,melon
2020,11,32061975,10331947,melon
2020,12,32872978,10479150,melon
2020,13,32378104,10388744,melon
2020,14,32486613,10408131,melon
2020,15,32720013,10451566,melon
2020,16,32559781,10423289,melon
2020,17,32399830,10377346,melon
2020,18,31853557,10294603,melon
2020,19,30773554,10117789,melon
2020,20,32725013,10452351,melon
2020,21,32438894,10399190,melon
2020,22,30962526,10149492,melon
2020,23,32790516,10462799,melon
2020,24,32559782,10423289,melon
2020,25,32614125,10433754,melon
2020,26,31984204,10317137,melon
2020,27,32377231,10388581,melon
2020,28,32794652,10463600,melon
2020,29,32143487,10346650,melon
2020,30,32175937,10351886,melon
2020,31,32187544,10353881,melon
2020,32,32473998,10405712,melon
2020,33,32298623,10372655,melon
2020,34,30244931,10037969,melon
2020,35,32323969,10377346,melon
2020,36,32734372,10453701,melon
2020,37,32583036,10427559,melon
2020,38,32311870,10374783,melon
2020,39,32825454,10469416,melon
2020,40,32361098,10385262,melon
2020,41,3894276,2148596,melon
2020,42,32034629,10326710,melon
2020,43,32224409,10359204,melon
2020,44,31703498,10267986,melon
2020,45,31388145,10217134,melon
2020,46,32243273,10362776,melon
2020,47,32381408,10389281,melon
2020,48,32528369,10416723,melon
2020,49,32228058,10359994,melon
2020,50,32059630,10331499,melon
2020,51,32399832,10377346,melon
2020,52,32853712,10475061,melon
2020,53,32508053,10412319,melon
2020,54,32725022,10452354,melon
2020,55,32445339,10400522,melon
2020,56,32808616,10465994,melon
2020,57,32508146,10412335,melon
2020,58,32636656,10437786,melon
2020,59,32961718,10498032,melon
2020,60,32698765,10447670,melon
2020,61,31873020,10298014,melon
2020,62,32399834,10377346,melon
2020,63,32651098,10440381,melon
2020,64,32871975,10478925,melon
2020,65,32224271,10359162,melon
2020,66,32021744,10324004,melon
2020,67,32271720,10367659,melon
2020,68,31324607,10207131,melon
2020,69,32399827,10377346,melon
2020,70,31829536,10290621,melon
2020,71,32978341,10501191,melon
2020,72,32226962,10359789,melon
2020,73,32282389,10369830,melon
2020,74,32814383,10467129,melon
2020,75,32768945,10459197,melon
2020,76,31666417,10260858,melon
2020,77,32399835,10377346,melon
2020,78,31788850,10283614,melon
2020,79,32521396,10415229,melon
2020,80,32777869,10460544,melon
2020,81,32998018,10505118,melon
2020,82,32399828,10377346,melon
2020,83,32085144,10336518,melon
2020,84,31967064,10314289,melon
2020,85,32397381,10391899,melon
2020,86,32224383,10359196,melon
2020,87,32364000,10385896,melon
2020,88,32616054,10434085,melon
2020,89,32091557,10337665,melon
2020,90,32833393,10470992,melon
2020,91,32399837,10377346,melon
2020,92,31854689,10294820,melon
2020,93,32646938,10439549,melon
2020,94,31938460,10309213,melon
2020,95,32399833,10377346,melon
2020,96,31688205,10265079,melon
2020,97,32457751,10402513,melon
2020,98,8235260,2692501,melon
2020,99,32631950,10436942,melon
2020,100,32323639,10377241,melon
